0,5967.13598273
1,-436.051
2,9291.71
3,1388.74
4,3282.38
5,6570.08
6,-1360.34
7,8819.55
8,-1376.9621802
9,7503.46
10,102477.558906
11,11492.615
12,17577.45
13,287.482110274
14,2832.79
15,-2018.08
16,-5879.66
17,18808.96
18,8012.08
19,31469.6315435
20,3212.01
21,7871.01400372
22,16656.32
23,11818.52
24,2848.705
25,5462.565
26,1099.21476584
27,2043.84650943
28,-1607.05
29,1583.3
30,2083.44
31,-1299.33
32,3365.07
33,4649.79
34,6844.81
35,12491.52
36,32806.2002497
37,-6.57
38,4332.45205259
39,3666.73
40,6763.43
41,-1674.6
42,5348.16
43,-221.583846154
44,15053.64
45,-369.36
